Date,Close,High,Low,Open,Volume,Daily_Return,Price_Momentum,Volatility,Pct_Change,SMA_5,SMA_10,EMA_5,EMA_10,Volume_Change,RSI_14,Hour,DayOfWeek,MACD,MACD_Signal,SMA20,Bollinger_Upper,Bollinger_Lower,ATR,OBV,Stochastic_%K,Stochastic_%D,Lag_Close_1,Lag_Close_2,Lag_Close_3,Lag_Close_4,Lag_Close_5,Lag_Close_6,Lag_Close_7,Lag_Close_8,Lag_Close_9
2024-02-26 18:30:00,199.65499877929688,200.0,198.6000061035156,199.25,9114767,0.002032616207261606,0.4250030517578409,0.007012065337928194,0.21332282330570607,199.36700134277345,196.12250061035155,198.65516110650918,197.32529353182963,-4264936.0,55.992195344119175,18,0,0.9866560825574027,0.3597140991483307,195.85450592041016,201.3457663256731,190.3632455151472,2.452608380998892,58091383,79.32879131970729,79.97728993186969,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672,191.9199981689453,191.97000122070312,192.6100006103516,193.97000122070312,193.9199981689453
2024-02-26 19:30:00,199.42019653320312,200.0,198.52999877929688,199.6667938232422,9975553,-0.0012350440717617081,-0.23480224609375,0.00737137584987974,-0.11760399064854044,199.70903930664062,196.67252044677736,198.91017291540717,197.70618498662478,860786.0,54.944517978506795,19,0,1.1026701748207017,0.5083053142828049,196.08152084350587,201.77481870498752,190.38822298202422,2.4511795043945375,48115830,77.04472250671654,77.18934457456957,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672,191.9199981689453,191.97000122070312,192.6100006103516,193.97000122070312
2024-02-26 20:30:00,199.3500061035156,199.8950042724609,198.80029296875,199.4199981689453,6324319,-0.000350978167046315,-0.07019042968752842,0.005491403412059406,-0.03519725228825488,199.5870391845703,197.21052093505858,199.05678397811,198.00506155333218,-3651234.0,55.59989381949652,20,0,1.1753991282162985,0.6417240770695036,196.38777084350585,202.09302845101118,190.68251323600052,2.447229657854357,41791511,76.36193614463168,77.57848332368518,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672,191.9199981689453,191.97000122070312,192.6100006103516
2024-02-27 14:30:00,202.49850463867188,205.6000061035156,201.0,205.0,34902138,-0.012202416396722562,3.1484985351562784,0.022716247271670553,1.5793822115668155,200.0307403564453,198.19937133789062,200.2040241982973,198.82205120521212,28577819.0,76.34837646948561,14,1,1.4701479164080808,0.807408844937219,196.81769638061525,203.00882151900257,190.62657124222793,2.4600862775530175,76693649,77.67097479388566,77.02587781507795,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672,191.9199981689453,191.97000122070312
2024-02-27 15:30:00,201.97999572753903,203.59320068359372,201.08999633789065,202.4900054931641,15012545,-0.0025186910553087736,-0.5185089111328409,0.012393328045613815,-0.2560556741187048,200.5807403564453,199.20037078857422,200.79601470804457,199.39622293654426,-19889593.0,72.59642227242628,15,1,1.6429600975345693,0.9745190954566891,197.12144622802734,203.7075349645562,190.53535749149847,2.488886151994978,61681104,73.93800910693781,75.99030668181838,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672,191.9199981689453
2024-02-27 16:30:00,200.63429260253903,202.7400054931641,200.57000732421875,201.9499969482422,12264866,-0.006515000572346409,-1.345703125,0.010815689286198723,-0.6662556458389535,200.77659912109374,200.0718002319336,200.7421073395427,199.62132651217968,-2747679.0,69.45865917143202,16,1,1.6522815275050675,1.110071581866365,197.28891067504884,204.0602299869416,190.51759136315607,2.5324576241629484,49416238,64.24972124421197,71.9529017150118,201.97999572753903,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672,197.7100067138672
2024-02-27 17:30:00,198.6100006103516,200.9600067138672,198.33009338378903,200.6300048828125,15163084,-0.010068305952745148,-2.024291992187443,0.013241595700096292,-1.008946160663382,200.61455993652342,200.16179962158202,200.03140509647903,199.43744907548364,2898218.0,62.06636027938332,17,1,1.4792732407546794,1.1839119136440277,197.34266052246093,204.13922421689077,190.5460968280311,2.622558593750008,34253154,49.675984158981734,62.62123817004383,200.63429260253903,201.97999572753903,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688,199.9600067138672
2024-02-27 18:30:00,200.6649932861328,200.8000030517578,198.25999450683597,198.63999938964844,13519858,0.010194290690225918,2.0549926757812216,0.012657955447664905,1.0346874122481253,200.87755737304687,200.2322982788086,200.24260115969696,199.6606389319653,-1643226.0,70.21632833132134,18,1,1.490798662699092,1.2452892634550405,197.4929100036621,204.44997776077992,190.5358422465443,2.665416172572551,47773012,64.47074849362033,59.46548463227134,198.6100006103516,200.63429260253903,201.97999572753903,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903,200.27999877929688
2024-02-27 19:30:00,199.9868011474609,200.9199981689453,199.42999267578125,200.6676025390625,9616992,-0.0033926821419469756,-0.6781921386719034,0.007450519157338799,-0.33797232270845745,200.37521667480468,200.202978515625,200.15733448895162,199.7199411529645,-3902866.0,70.08197316588561,19,1,1.4287385957506729,1.281979129914167,197.62324981689454,204.66852799785627,190.5779716359328,2.6748450142996694,38156020,59.58815548805598,57.911629380219345,200.6649932861328,198.6100006103516,200.63429260253903,201.97999572753903,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688,199.22999572753903
2024-02-27 20:30:00,199.72000122070312,200.0399932861328,198.85499572753903,199.97999572753903,6333084,-0.001300102572209954,-0.2667999267577841,0.0059332943688713575,-0.13340876759214693,199.9232177734375,200.2519790649414,200.0115567328688,199.71995207437152,-3283908.0,69.32895919970895,20,1,1.3425509298161558,1.2940934898945646,197.93049011230468,204.76526845576703,191.09571176884234,2.7002029418945375,31822936,50.37973118791877,58.146211723198356,199.9868011474609,200.6649932861328,198.6100006103516,200.63429260253903,201.97999572753903,202.49850463867188,199.3500061035156,199.42019653320312,199.65499877929688
